Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Total y Rango etario;Nº Mujeres;% Mujeres;Nº Hombres;% Hombres;Total
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 30 a 34 años;1046;67.74;498;32.25;1544
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 35 a 39 años;987;66.46;498;33.53;1485
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 40 a 44 años;526;63.44;303;36.55;829
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 45 a 49 años;282;69.11;126;30.88;408
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 50 a 54 años;163;65.72;85;34.27;248
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 55 a 59 años;127;67.19;62;32.8;189
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 60 a 64 años;91;68.42;42;31.57;133
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 65 a 69 años;66;66.66;33;33.33;99
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 70 a 74 años;57;68.67;26;31.32;83
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 75 a 79 años;36;65.45;19;34.54;55
PP031;Partido Todos;2017;Oct - Dic;N° Militantes 80 a más años;60;69.76;26;30.23;86
PP031;Partido Todos;2017;Abril - Junio;Total Militantes;4713;65.74;2456;34.26;7169
PP031;Partido Todos;2017;Abril - Junio;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 18 a 19 años;786;10.96;416;5.8;1202
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 20 a 24 años;1833;25.57;1023;14.27;2856
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 25 a 29 años;893;12.46;484;6.75;1377
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 30 a 34 años;365;5.09;192;2.68;557
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 35 a 39 años;226;3.15;89;1.24;315
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 40 a 44 años;182;2.54;73;1.02;255
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 45 a 49 años;126;1.76;54;0.75;180
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 50 a 54 años;103;1.44;45;0.63;148
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 55 a 59 años;79;1.1;37;0.52;116
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 60 a 64 años;43;0.6;19;0.27;62
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 65 a 69 años;31;0.43;10;0.14;41
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 70 a 74 años;27;0.38;9;0.13;36
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 75 a 79 años;6;0.08;5;0.07;11
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 80 a más años;13;0.18;0;0;13
PP031;Partido Todos;2018;Abr - Jun;Total Militantes;5132;60;3364;40;8496
PP031;Partido Todos;2018;Abr - Jun;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 18 a 19 años;536;62.32;324;37.67;860
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 20 a 24 años;2093;59.05;1451;40.94;3544
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 25 a 29 años;1066;60.60;693;39.39;1759
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 30 a 34 años;445;56.18;347;43.81;792
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 35 a 39 años;271;63.31;157;36.68;428
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 40 a 44 años;214;63.50;123;36.49;337
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 45 a 49 años;138;60;92;40;230
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 50 a 54 años;139;64.65;76;35.35;215
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 55 a 59 años;93;64.58;51;35.42;144
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 60 a 64 años;48;67.60;23;32.39;71
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 65 a 69 años;39;75;13;25;52
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 70 a 74 años;27;81.81;6;18.18;33
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 75 a 79 años;11;73.33;4;26.66;15
PP031;Partido Todos;2018;Abr - Jun;N° Militantes 80 a más años;12;75;4;25;16
PP031;Partido Todos;2017;Abril - Junio;Total Militantes;3377;63.19;1967;38.81;5344
PP031;Partido Todos;2017;Abril - Junio;N° Simpatizantes 14 a 17 años;1;0;1;0;2
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 18 a 19 años;577;10.8;338;6.32;915
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 20 a 24 años;1127;21.09;762;14.26;1889
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 25 a 29 años;615;11.51;378;7.07;993
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 30 a 34 años;285;5;154;2.88;439
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 35 a 39 años;195;3.65;89;1.67;284
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 40 a 44 años;159;2.98;65;1.22;224
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 45 a 49 años;115;2.15;50;0.94;165
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 50 a 54 años;94;1.76;43;0.8;137
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 55 a 59 años;78;1.46;38;0.71;116
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 60 a 64 años;45;0.84;20;0.37;65
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 65 a 69 años;44;0.82;9;0.17;53
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 70 a 74 años;19;0.36;10;0.19;29
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 75 a 79 años;7;0.13;7;0.13;14
PP031;Partido Todos;2017;Abril - Junio;N° Militantes 80 a más años;16;0.3;3;0.06;19
PP031;Partido Todos;2017;Ene - Mar;Total Militantes;1.670;59.77;1.124;40.23;2794
PP031;Partido Todos;2017;Ene - Mar;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 18 a 19 años;144;5.15;103;3.69;247
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 20 a 24 años;449;16.07;377;13.49;826
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 25 a 29 años;345;12.35;236;8.45;581
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 30 a 34 años;181;6.48;110;3.94;291
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 35 a 39 años;137;4.9;76;2.72;213
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 40 a 44 años;112;4.01;60;2.15;172
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 45 a 49 años;82;2.93;45;1.61;127
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 50 a 54 años;69;2.47;38;1.36;107
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 55 a 59 años;55;1.97;35;1.25;90
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 60 a 64 años;30;1.07;18;0.64;48
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 65 a 69 años;33;1.18;9;0.32;42
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 70 a 74 años;13;0.47;10;0.36;23
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 75 a 79 años;4;0.14;5;0.18;9
PP031;Partido Todos;2017;Ene - Mar;N° Militantes 80 a más años;16;0.57;2;0.07;18
PP031;Partido Todos;2018;Ene - Mar;Total Militantes;5132;60;3364;40;8496
PP031;Partido Todos;2018;Ene - Mar;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 18 a 19 años;536;62.32;324;37.67;860
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 20 a 24 años;2093;59.05;1451;40.94;3544
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 25 a 29 años;1066;60.60;693;39.39;1759
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 30 a 34 años;445;56.18;347;43.81;792
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 35 a 39 años;271;63.31;157;36.68;428
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 40 a 44 años;214;63.50;123;36.49;337
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 45 a 49 años;138;60;92;40;230
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 50 a 54 años;139;64.65;76;35.35;215
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 55 a 59 años;93;64.58;51;35.42;144
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 60 a 64 años;48;67.60;23;32.39;71
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 65 a 69 años;39;75;13;25;52
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 70 a 74 años;27;81.81;6;18.18;33
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 75 a 79 años;11;73.33;4;26.66;15
PP031;Partido Todos;2018;Ene - Mar;N° Militantes 80 a más años;12;75;4;25;16
PP033;Partido Amplitud;2017;Jul - Sep;Total Militantes;4731;51,3;4495;48,7;9226
PP033;Partido Amplitud;2017;Jul - Sep;14 a 17 años;0;0;0;0;0
PP033;Partido Amplitud;2017;Jul - Sep;18 a 19 años;76;47,2;85;52,3;161
PP033;Partido Amplitud;2017;Jul - Sep;20 a 24 años;811;46,4;938;53,6;1749
PP033;Partido Amplitud;2017;Jul - Sep;25 a 29 años;616;48,2;661;51,8;1277
PP033;Partido Amplitud;2017;Jul - Sep;30 a 34 años;473;52,8;423;47,2;896
PP033;Partido Amplitud;2017;Jul - Sep;35 a 39 años;490;55,2;398;44,8;888
PP033;Partido Amplitud;2017;Jul - Sep;40 a 44 años;451;56,5;347;43,5;798
PP033;Partido Amplitud;2017;Jul - Sep;45 a 49 años;373;51,4;353;48,6;726
PP033;Partido Amplitud;2017;Jul - Sep;50 a 54 años;413;53,8;355;46,2;768
PP033;Partido Amplitud;2017;Jul - Sep;55 a 59 años;345;52,6;311;47,4;656
PP033;Partido Amplitud;2017;Jul - Sep;60 a 64 años;252;54,2;213;45,8;465
PP033;Partido Amplitud;2017;Jul - Sep;65 a 69 años;185;53,5;161;46,5;346
PP033;Partido Amplitud;2017;Jul - Sep;70 a 74 años;124;50,2;123;49,8;247
PP033;Partido Amplitud;2017;Jul - Sep;75 a 79 años;62;45,3;75;54,7;137
PP033;Partido Amplitud;2017;Jul - Sep;80 a más años;60;53,6;52;46,4;112
PP033;Partido Amplitud;2017;Oct - Dic;Total Militantes;4667;51,2;4440;48,8;9107
PP033;Partido Amplitud;2017;Oct - Dic;14 a 17 años;0;0;0;0;0
PP033;Partido Amplitud;2017;Oct - Dic;18 a 19 años;75;46,9;85;53,1;160
PP033;Partido Amplitud;2017;Oct - Dic;20 a 24 años;797;46,2;929;53,8;1726
PP033;Partido Amplitud;2017;Oct - Dic;25 a 29 años;610;48,1;657;51,9;1267
PP033;Partido Amplitud;2017;Oct - Dic;30 a 34 años;466;52,8;417;47,2;883
PP033;Partido Amplitud;2017;Oct - Dic;35 a 39 años;480;55;393;45;873
PP033;Partido Amplitud;2017;Oct - Dic;40 a 44 años;445;56,5;342;43,5;787
PP033;Partido Amplitud;2017;Oct - Dic;45 a 49 años;368;51,6;345;48,4;713
PP033;Partido Amplitud;2017;Oct - Dic;50 a 54 años;408;53,8;350;46,2;758
PP033;Partido Amplitud;2017;Oct - Dic;55 a 59 años;343;53,1;303;46,9;646
PP033;Partido Amplitud;2017;Oct - Dic;60 a 64 años;249;53,9;213;46,1;462
PP033;Partido Amplitud;2017;Oct - Dic;65 a 69 años;182;53,2;160;46,8;342
PP033;Partido Amplitud;2017;Oct - Dic;70 a 74 años;122;50,6;119;49,4;241
PP033;Partido Amplitud;2017;Oct - Dic;75 a 79 años;62;45,3;75;54,7;137
PP033;Partido Amplitud;2017;Oct - Dic;80 a más años;60;53,6;52;46,4;112
PP033;Partido Amplitud;2018;Ene - Mar;Total Militantes;4653;51,3;4422;48,7;9075
PP033;Partido Amplitud;2018;Ene - Mar;14 a 17 años;0;0;0;0;0
PP033;Partido Amplitud;2018;Ene - Mar;18 a 19 años;75;46,9;85;53,1;160
PP033;Partido Amplitud;2018;Ene - Mar;20 a 24 años;796;46,2;926;53,8;1722
PP033;Partido Amplitud;2018;Ene - Mar;25 a 29 años;608;48,1;657;51,9;1265
PP033;Partido Amplitud;2018;Ene - Mar;30 a 34 años;466;52,8;416;47,2;882
PP033;Partido Amplitud;2018;Ene - Mar;35 a 39 años;479;55,1;391;44,9;870
PP033;Partido Amplitud;2018;Ene - Mar;40 a 44 años;445;56,7;340;43,3;785
PP033;Partido Amplitud;2018;Ene - Mar;45 a 49 años;367;51,8;342;48,2;709
PP033;Partido Amplitud;2018;Ene - Mar;50 a 54 años;405;53,7;349;46,3;754
PP033;Partido Amplitud;2018;Ene - Mar;55 a 59 años;341;53;303;47;644
PP033;Partido Amplitud;2018;Ene - Mar;60 a 64 años;246;53,8;211;46,2;457
PP033;Partido Amplitud;2018;Ene - Mar;65 a 69 años;182;53,5;158;46,5;340
PP033;Partido Amplitud;2018;Ene - Mar;70 a 74 años;122;51;117;49;239
PP033;Partido Amplitud;2018;Ene - Mar;75 a 79 años;61;44,9;75;55,1;136
PP033;Partido Amplitud;2018;Ene - Mar;80 a más años;60;53,6;52;46,4;112
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;Total Militantes;1966;52,81%;1757;47,19%;3.723
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;14 a 17 años;0;0;0;0;0
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;18 a 19 años;31;0,83%;21;0,56%;52
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;20 a 24 años;275;7,39%;317;8,51%;592
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;25 a 29 años;348;9,35%;212;5,69%;560
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;30 a 34 años;196;5,26%;117;3,14%;313
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;35 a 39 años;155;4,16%;204;5,48%;359
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;40 a 44 años;149;4,00%;115;3,09%;264
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;45 a 49 años;152;4,08%;107;2,87%;259
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;50 a 54 años;184;4,94%;133;3,57%;317
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;55 a 59 años;136;3,65%;105;2,82%;241
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;60 a 64 años;162;4,35%;106;2,85%;268
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;65 a 69 años;63;1,69%;166;4,46%;229
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;70 a 74 años;35;0,94%;95;2,55%;130
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;75 a 79 años;58;1,56%;42;1,13%;100
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Ene - Mar;80 a más años;22;0,59%;17;0,46%;39
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;Total Militantes;2011;0,610231;1875;0,48797619;3.886
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;14 a 17 años;0;0;0;0;0
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;18 a 19 años;31;0,01430206;21;0,01054591;52
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;20 a 24 años;292;0,16704805;325;0,2016129;617
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;25 a 29 años;365;0,12814645;245;0,14454094;610
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;30 a 34 años;196;0,11212815;174;0,10794045;370
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;35 a 39 años;155;0,08867277;204;0,09863524;359
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;40 a 44 años;152;0,07951945;115;0,07133995;267
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;45 a 49 años;152;0,0778032;107;0,06327543;259
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;50 a 54 años;192;0,10697941;133;0,06637717;325
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;55 a 59 años;136;0,07665904;105;0,06513648;241
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;60 a 64 años;162;0,06636156;106;0,06575682;268
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;65 a 69 años;63;0,03604119;186;0,04404467;249
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;70 a 74 años;35;0,02002288;95;0,03349876;130
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;75 a 79 años;58;0,01430206;42;0,01736973;100
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Oct - Dic;80 a más años;22;0,01258581;17;0,01054591;39
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;Total Militantes;2011;0,610231;1875;0,48797619;3.886
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;14 a 17 años;0;0;0;0;0
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;18 a 19 años;31;0,01430206;21;0,01054591;42
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;20 a 24 años;292;0,16704805;325;0,2016129;617
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;25 a 29 años;365;0,12814645;245;0,14454094;457
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;30 a 34 años;196;0,11212815;174;0,10794045;370
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;35 a 39 años;155;0,08867277;201;0,09863524;314
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;40 a 44 años;139;0,07951945;115;0,07133995;254
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;45 a 49 años;152;0,0778032;102;0,06327543;238
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;50 a 54 años;187;0,10697941;133;0,06637717;294
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;55 a 59 años;136;0,07665904;105;0,06513648;239
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;60 a 64 años;162;0,06636156;106;0,06575682;222
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;65 a 69 años;63;0,03604119;186;0,04404467;134
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;70 a 74 años;35;0,02002288;95;0,03349876;89
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;75 a 79 años;58;0,01430206;42;0,01736973;53
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul - Sep;80 a más años;22;0,01258581;17;0,01054591;39
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;Total Militantes;1748;0,5202381;1612;0,4797619;3.360
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;14 a 17 años;0;0;0;0;0
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;18 a 19 años;25;0,01430206;17;0,01054591;42
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;20 a 24 años;292;0,16704805;325;0,2016129;617
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;25 a 29 años;224;0,12814645;233;0,14454094;457
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;30 a 34 años;196;0,11212815;174;0,10794045;370
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;35 a 39 años;155;0,08867277;159;0,09863524;314
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;40 a 44 años;139;0,07951945;115;0,07133995;254
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;45 a 49 años;136;0,0778032;102;0,06327543;238
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;50 a 54 años;187;0,10697941;107;0,06637717;294
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;55 a 59 años;134;0,07665904;105;0,06513648;239
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;60 a 64 años;116;0,06636156;106;0,06575682;222
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;65 a 69 años;63;0,03604119;71;0,04404467;134
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;70 a 74 años;35;0,02002288;54;0,03349876;89
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;75 a 79 años;25;0,01430206;28;0,01736973;53
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abr - Jun;80 a más años;22;0,01258581;17;0,01054591;39
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;Total Militantes;1966;52,81%;1757;47,19%;3.920
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;14 a 17 años;0;0;0;0;0
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;18 a 19 años;31;0,83%;21;0,56%;52
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;20 a 24 años;275;7,39%;317;8,51%;592
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;25 a 29 años;348;9,35%;212;5,69%;560
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;30 a 34 años;196;5,26%;117;3,14%;313
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;35 a 39 años;155;4,16%;204;5,48%;359
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;40 a 44 años;149;4,00%;115;3,09%;264
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;45 a 49 años;216;4,08%;128;2,87%;344
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;50 a 54 años;205;4,94%;112;3,57%;317
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;55 a 59 años;136;3,65%;160;2,82%;296
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;60 a 64 años;162;4,35%;106;2,85%;268
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;65 a 69 años;112;1,69%;174;4,46%;286
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;70 a 74 años;35;0,94%;95;2,55%;130
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;75 a 79 años;58;1,56%;42;1,13%;100
PP034;Partido Federación Regionalista Verde Social (FREVS);2019;Abr - Jun;80 a más años;22;0,59%;17;0,46%;39
PP039;Partido Igualdad ](PI);2018;Ene - Mar;Total Militantes;25.181;53,2;22.165;46,8;47.346
PP039;Partido Igualdad ](PI);2018;Ene - Mar;14 a 17 años;0;0;0;0;0
PP039;Partido Igualdad ](PI);2018;Ene - Mar;18 a 19 años;451;1;257;0,5;708
PP039;Partido Igualdad ](PI);2018;Ene - Mar;20 a 24 años;3.569;7,5;2.201;4,6;5.770
PP039;Partido Igualdad ](PI);2018;Ene - Mar;25 a 29 años;5.443;11,5;3.937;8,3;9.380
PP039;Partido Igualdad ](PI);2018;Ene - Mar;30 a 34 años;3.445;7,3;3.207;6,8;6.652
PP039;Partido Igualdad ](PI);2018;Ene - Mar;35 a 39 años;2.509;5,3;2.545;5,4;5.054
PP039;Partido Igualdad ](PI);2018;Ene - Mar;40 a 44 años;1.934;4,1;2.164;4,6;4.098
PP039;Partido Igualdad ](PI);2018;Ene - Mar;45 a 49 años;1.751;3,7;2.005;4,2;3.756
PP039;Partido Igualdad ](PI);2018;Ene - Mar;50 a 54 años;1.748;3,7;1.839;3,9;3.587
PP039;Partido Igualdad ](PI);2018;Ene - Mar;55 a 59 años;1.543;3,3;1.499;3,2;3.042
PP039;Partido Igualdad ](PI);2018;Ene - Mar;60 a 64 años;1.122;2,4;1.045;2,2;2.167
PP039;Partido Igualdad ](PI);2018;Ene - Mar;65 a 69 años;729;1,5;643;1,4;1.372
PP039;Partido Igualdad ](PI);2018;Ene - Mar;70 a 74 años;510;1,1;419;0,9;929
PP039;Partido Igualdad ](PI);2018;Ene - Mar;75 a 79 años;217;0,5;239;0,5;456
PP039;Partido Igualdad ](PI);2018;Ene - Mar;80 a más años;210;0,4;165;0,3;375
PP039;Partido Igualdad ](PI);2019;Abr - Jun;Total Militantes;11.070;59,8;7.449;40,2;18.519
PP039;Partido Igualdad ](PI);2019;Abr - Jun;14 a 17 años;0;0;0;0;0
PP039;Partido Igualdad ](PI);2019;Abr - Jun;18 a 19 años;153;1,38;138;1,9;291
PP039;Partido Igualdad ](PI);2019;Abr - Jun;20 a 24 años;3139;28,36;1939;26;5.078
PP039;Partido Igualdad ](PI);2019;Abr - Jun;25 a 29 años;2053;18,55;1444;19,4;3.497
PP039;Partido Igualdad ](PI);2019;Abr - Jun;30 a 34 años;1433;12,94;959;12,9;2.392
PP039;Partido Igualdad ](PI);2019;Abr - Jun;35 a 39 años;994;8,98;666;8,9;1.660
PP039;Partido Igualdad ](PI);2019;Abr - Jun;40 a 44 años;751;6,78;553;7,4;1.304
PP039;Partido Igualdad ](PI);2019;Abr - Jun;45 a 49 años;643;5,81;431;5,8;1.074
PP039;Partido Igualdad ](PI);2019;Abr - Jun;50 a 54 años;596;5,38;379;5,1;975
PP039;Partido Igualdad ](PI);2019;Abr - Jun;55 a 59 años;542;4,9;355;4,8;897
PP039;Partido Igualdad ](PI);2019;Abr - Jun;60 a 64 años;352;3,18;254;3,4;606
PP039;Partido Igualdad ](PI);2019;Abr - Jun;65 a 69 años;204;1,84;142;1,9;346
PP039;Partido Igualdad ](PI);2019;Abr - Jun;70 a 74 años;111;1;93;1,2;204
PP039;Partido Igualdad ](PI);2019;Abr - Jun;75 a 79 años;61;0,55;73;1;134
PP039;Partido Igualdad ](PI);2019;Abr - Jun;80 a más años;38;0,34;23;0,3;61
PP039;Partido Igualdad ](PI);2019;Ene-Mar;Total Militantes;10.203;60,3;6.712;39,7;16.915
PP039;Partido Igualdad ](PI);2019;Ene-Mar;14 a 17 años;0;0;0;0;0
PP039;Partido Igualdad ](PI);2019;Ene-Mar;18 a 19 años;58;0,57;45;0,7;103
PP039;Partido Igualdad ](PI);2019;Ene-Mar;20 a 24 años;2871;28,14;1708;25,4;4.579
PP039;Partido Igualdad ](PI);2019;Ene-Mar;25 a 29 años;1871;18,34;1278;19;3.149
PP039;Partido Igualdad ](PI);2019;Ene-Mar;30 a 34 años;1310;12,84;868;12,9;2.178
PP039;Partido Igualdad ](PI);2019;Ene-Mar;35 a 39 años;918;9;612;9,1;1.530
PP039;Partido Igualdad ](PI);2019;Ene-Mar;40 a 44 años;700;6,86;520;7,7;1.220
PP039;Partido Igualdad ](PI);2019;Ene-Mar;45 a 49 años;604;5,92;405;6;1.009
PP039;Partido Igualdad ](PI);2019;Ene-Mar;50 a 54 años;574;5,63;356;5,3;930
