idcaso;IDInstitucion,;Institucion
34403;235e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN DE VALPARAÍSO"
34404;91583745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL FORESTAL Y DE PROTECCIÓN DE RECURSOS NATURALES RENOVABLES (CONAF)"
34405;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
34406;fb613745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE SERVICIOS SOCIALES"
34407;63583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE MOVILIZACIÓN NACIONAL"
34408;df593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CORONEL"
34409;df593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CORONEL"
34410;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
34411;ab5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN PEDRO DE LA PAZ"
34412;eb5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALLENAR"
34413;2b603745-a109-e211-b576-00155d01e500;"HOSPITAL SAN JUAN DE DIOS DE SAN FERNANDO"
34414;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
34415;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
34416;fb5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE LOS LAGOS"
34417;fb5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE LOS LAGOS"
34418;8d583745-a109-e211-b576-00155d01e500;"INSTITUTO DE DESARROLLO AGROPECUARIO (INDAP)"
34419;f7583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD MAGALLANES"
34420;f1583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD CHILOÉ"
34421;a95f3745-a109-e211-b576-00155d01e500;"PRESIDENCIA DE LA REPÚBLICA"
34422;f55f3745-a109-e211-b576-00155d01e500;"HOSPITAL DR. ERNESTO TORRES GALDAMES DE IQUIQUE"
34423;435a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA FLORIDA"
34424;215b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUCHUNCAVÍ"
34425;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
34426;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34427;af5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN RAMÓN"
34428;a95f3745-a109-e211-b576-00155d01e500;"PRESIDENCIA DE LA REPÚBLICA"
34429;49593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE LA DISCAPACIDAD"
34430;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
34431;a75b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN PEDRO DE MELIPILLA"
34432;d35b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TILTIL"
34433;d3573745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL DE ESTADÍSTICAS (INE)"
34434;275b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUENTE ALTO"
34435;cf5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE OLIVAR"
34436;395b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PURRANQUE"
34437;f9583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO CENTRAL"
34438;235a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE HUALAIHUÉ"
34439;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34440;9f583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE BIENES NACIONALES"
34441;0d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE FREIRINA"
34442;1f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE GUAITECAS"
34443;85a5df45-4908-e411-8bec-00155d01e500;"SUBSECRETARÍA DEL DEPORTE"
34444;c5593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COLBÚN"
34445;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
34446;235e3745-a109-e211-b576-00155d01e500;"SEREMI DE VIVIENDA Y URBANISMO REGIÓN DE VALPARAÍSO"
34447;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
34448;2d603745-a109-e211-b576-00155d01e500;"HOSPITAL BARROS LUCO TRUDEAU"
34449;b3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE PENSIONES"
34450;ff5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PEÑALOLÉN"
34451;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
34452;f55a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PELLUHUE"
34453;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
34454;3f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA CRUZ"
34455;f3573745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA"
34456;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
34457;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
34458;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
34459;495b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILICURA"
34460;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34461;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
34462;8f593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CARTAGENA"
34463;ef5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN METROPOLITANA DE SANTIAGO"
34464;b55d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS"
34465;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
34466;eb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE ADUANAS"
34467;33583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE MENORES (SENAME)"
34468;4b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA PINTANA"
34469;635c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DE ARICA Y PARINACOTA"
34470;67593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ANTOFAGASTA"
34471;51583745-a109-e211-b576-00155d01e500;"ARMADA DE CHILE"
34472;215b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUCHUNCAVÍ"
34473;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
34474;9b593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CERRO NAVIA"
34475;4b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA PINTANA"
34476;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
34477;93583745-a109-e211-b576-00155d01e500;"COMISIÓN NACIONAL DE RIEGO"
34478;b75f3745-a109-e211-b576-00155d01e500;"SERVICIO DE EVALUACIÓN AMBIENTAL"
34479;cd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TENO"
34480;fd5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PEÑAFLOR"
34481;ab5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MELIPEUCO"
34482;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
34483;9b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MALLOA"
34484;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
34485;c9573745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE PESCA Y ACUICULTURA"
34486;cc69ff05-d0b8-e211-b120-00155d01e500;"SUPERINTENDENCIA DE EDUCACIÓN"
34487;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
34488;715a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LLAY LLAY"
34489;bd5c3745-a109-e211-b576-00155d01e500;"GOBERNACIÓN PROVINCIAL DE SAN FELIPE DE ACONCAGUA"
34490;335a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE INDEPENDENCIA"
34491;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
34492;f1583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD CHILOÉ"
34493;f1583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD CHILOÉ"
34494;5d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LANCO"
34495;c3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SALUD"
34496;075a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ESTACIÓN CENTRAL"
34497;71593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE BUIN"
34498;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
34499;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
34500;01583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS"
34501;475a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA HIGUERA"
34502;0f603745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL ENF. RESPIRATORIAS Y CIRUGÍA TORAX"
34503;fb583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO NORTE"
34504;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34505;ad583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO"
34506;bb583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE REDES ASISTENCIALES"
34507;37603745-a109-e211-b576-00155d01e500;"HOSPITAL CESAR CARAVAGNO BUROTTO DE TALCA"
34508;e55b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TREHUACO"
34509;fd613745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE EVALUACIÓN SOCIAL"
34510;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
34511;e95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALDIVIA"
34512;095c3745-a109-e211-b576-00155d01e500;"BANCO DEL ESTADO DE CHILE"
34513;f3573745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA"
34514;f55f3745-a109-e211-b576-00155d01e500;"HOSPITAL DR. ERNESTO TORRES GALDAMES DE IQUIQUE"
34515;e5583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ARAUCO"
34516;79583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS"
34517;835a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LOS ANDES"
34518;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
34519;19583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE CHILE"
34520;17583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE SANTIAGO DE CHILE"
34521;fb613745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE SERVICIOS SOCIALES"
34522;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
34523;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
34524;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34525;015f3745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD REGIÓN DE LOS LAGOS"
34526;33583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE MENORES (SENAME)"
34527;9b593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CERRO NAVIA"
34528;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
34529;79583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS"
34530;af583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SEGURIDAD LABORAL (ISL)"
34531;bb583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE REDES ASISTENCIALES"
34532;1d593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE COQUIMBO"
34533;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34534;03593745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE"
34535;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
34536;155a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE FUTRONO"
34537;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
34538;c3eff6e0-e19a-e611-a250-005056b25a84;"SUBSECRETARÍA DE DERECHOS HUMANOS"
34539;e95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALDIVIA"
34540;295a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE HUALQUI"
34541;695a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LIMACHE"
34542;99573745-a109-e211-b576-00155d01e500;"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA"
34543;a75d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE ARICA – PARINACOTA"
34544;5d5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RANCAGUA"
34545;8f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN FABIÁN"
34546;ad5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN RAFAEL"
34547;7f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LONQUIMAY"
34548;ab5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MELIPEUCO"
34549;8f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE MINERÍA"
34550;d7573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE TURISMO"
34551;5d583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DEL TERRITORIO MARÍTIMO Y DE MARINA MERCANTE (DIRECTEMAR)"
34552;b55f3745-a109-e211-b576-00155d01e500;"MINISTERIO DEL MEDIO AMBIENTE"
34553;cb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE PESCA Y ACUICULTURA (SERNAPESCA)"
34554;b55f3745-a109-e211-b576-00155d01e500;"MINISTERIO DEL MEDIO AMBIENTE"
34555;f5583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD AYSÉN"
34556;39603745-a109-e211-b576-00155d01e500;"HOSPITAL LAS HIGUERAS DE TALCAHUANO"
34557;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
34558;135f3745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE AGUAS REGIÓN METROPOLITANA DE SANTIAGO"
34559;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34560;015a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL TABO"
34561;89613745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL MEDIO AMBIENTE"
34562;38df4aa3-16d3-e911-8584-005056b25a84;"SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES"
34563;61603745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE CERRO NAVIA"
34564;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
34565;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
34566;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
34567;a3583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE PREVISIÓN SOCIAL"
34568;395b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PURRANQUE"
34569;295b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO MONTT"
34570;935c3745-a109-e211-b576-00155d01e500;"INTENDENCIA REGIÓN DEL BÍO BÍO"
34571;995c3745-a109-e211-b576-00155d01e500;"INTENDENCIA REGIÓN DE LOS LAGOS"
34572;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34573;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
34574;5f593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ANCUD"
34575;9b593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CERRO NAVIA"
34576;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
34577;f27ba6bc-71ae-e211-b120-00155d01e500;"FUNDACIÓN INTEGRA"
34578;9b593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CERRO NAVIA"
34579;b5603745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DEL MEDIO AMBIENTE"
34580;9b593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CERRO NAVIA"
34581;33593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TRANSPORTES"
34582;cd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TENO"
34583;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
34584;cd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TENO"
34585;935c3745-a109-e211-b576-00155d01e500;"INTENDENCIA REGIÓN DEL BÍO BÍO"
34586;f15b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VICTORIA"
34587;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
34588;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
34589;71583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE CONTABILIDAD Y FINANZAS DEL MINISTERIO DE OBRAS PÚBLICAS"
34590;075a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ESTACIÓN CENTRAL"
34591;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
34592;0f603745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL ENF. RESPIRATORIAS Y CIRUGÍA TORAX"
34593;0f603745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL ENF. RESPIRATORIAS Y CIRUGÍA TORAX"
34594;eb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE ADUANAS"
34595;0f603745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL ENF. RESPIRATORIAS Y CIRUGÍA TORAX"
34596;0f603745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL ENF. RESPIRATORIAS Y CIRUGÍA TORAX"
34597;0f603745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL ENF. RESPIRATORIAS Y CIRUGÍA TORAX"
34598;635c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DE ARICA Y PARINACOTA"
34599;4d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA REINA"
34600;a9603745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE VIÑA DEL MAR"
34601;fd5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PEÑAFLOR"
34602;13583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE LA SERENA"
34603;635b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RECOLETA"
34604;075c3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ZAPALLAR"
34605;ab593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHILLÁN VIEJO"
34606;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
34607;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34608;0c5c6f5f-a754-e411-8ceb-00155d01e500;"INSTITUTO NACIONAL DEL DEPORTE"
34609;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
34610;03583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)"
34611;fd593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL MONTE"
34612;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
34613;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
34614;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34615;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
34616;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34617;f95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VILLA ALEMANA"
34618;73603745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE LAMPA"
34619;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
34620;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34621;c3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SALUD"
34622;cf593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COMBARBALÁ"
34623;cf583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ANTOFAGASTA"
34624;cb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE PESCA Y ACUICULTURA (SERNAPESCA)"
34625;5d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LANCO"
34626;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
34627;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34628;f5583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD AYSÉN"
34629;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
34630;ef5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN METROPOLITANA DE SANTIAGO"
34631;6f583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE OBRAS PÚBLICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
34632;435b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUELLÓN"
34633;995a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MAIPÚ"
34634;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34635;0b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE FREIRE"
34636;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
34637;7d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALDERA"
34638;bfff3255-1938-e811-9105-005056b25a84;"DIRECCIÓN DE EDUCACIÓN PÚBLICA"
34639;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34640;b5603745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DEL MEDIO AMBIENTE"
34641;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
34642;fd5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PEÑAFLOR"
34643;b5603745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DEL MEDIO AMBIENTE"
34644;2d603745-a109-e211-b576-00155d01e500;"HOSPITAL BARROS LUCO TRUDEAU"
34645;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
34646;bb573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE RELACIONES EXTERIORES"
34647;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
34648;45603745-a109-e211-b576-00155d01e500;"HOSPITAL DR. GUSTAVO FRICKE DE VIÑA DEL MAR"
34649;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
34650;2d5d3745-a109-e211-b576-00155d01e500;"SERVICIO DE COOPERACIÓN TÉCNICA"
34651;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
34652;575c3745-a109-e211-b576-00155d01e500;"MINISTERIO PÚBLICO"
34653;37593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TELECOMUNICACIONES"
34654;d1583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ATACAMA"
34655;f1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURICÓ"
34656;835b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SALAMANCA"
34657;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
34658;735a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LO BARNECHEA"
34659;cf5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE OLIVAR"
34660;e75d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE ANTOFAGASTA"
34661;1b603745-a109-e211-b576-00155d01e500;"HOSPITAL SAN MARTÍN DE QUILLOTA"
34662;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
34663;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
34664;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
34665;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
34666;435f3745-a109-e211-b576-00155d01e500;"HOSPITAL REGIONAL DE ARICA "DR. JUAN NOÉ CREVANI""
34667;17583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE SANTIAGO DE CHILE"
34668;7b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LONCOCHE"
