Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Unidades u órganos internos;Facultades, funciones y atribuciones
PP046;Partido Pais;2018;Ene - Mar;Consejo General;El Órgano Intermedio Colegiado o "Consejo General" se constituirá con mayoría absoluta de sus miembros en primera citación y con los que asistan a la segunda citación, las que podrán hacerse para el mismo día, con una hora de diferencia, sus acuerdos se adoptarán con el voto favorable de la mayoría simple de los presentes. Las votaciones que se efectúen para adoptar acuerdos relativos a la elección de miembros del Tribunal Supremo, se llevarán a cabo siempre ante un funcionario del Servicio Electoral, quien actuará como ministro de fe.- Artículo Veintiocho: El Órgano Ejecutivo o "Directiva Nacional" propondrá un reglamento interno que complemente el presente estatuto, que deberá ser aprobado por el Órgano Intermedio Colegiado o "Consejo General", siempre que no exceda lo regulado por la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos y sus modificaciones posteriores
PP046;Partido Pais;2018;Ene - Mar;Directiva Regional;El Órgano Ejecutivo Regional o "Directiva Regional" será elegida de manera directa mediante votación universal a nivel regional por los afiliados, siendo el sufragio de carácter personal, igualitario, libre, secreto e informado. Los candidatos que obtuvieren las primeras cinco mayorías individuales serán elegidos como miembros del Órgano Ejecutivo Regional o "Directiva Regional" quienes desde su seno podrán elegir quien oficiará como Presidente, Vicepresidente, Secretario Regional, Tesorero y Coordinador Regional de Territorios. Si no hubiera sido posible alcanzar acuerdo entre los miembros electos del Órgano Ejecutivo Regional o "Directiva Regional", el Órgano Intermedio Colegiado Regional o "Consejo Regional" en sesión extraordinaria, especialmente convocada al efecto, elegirá de entre los cinco miembros del Órgano Ejecutivo Regional o "Directiva Regional" quien oficiará como Presidente, Vicepresidente, Secretario Regional, Tesorero y Coordinador Regional de Territorios, por medio de votación. Un reglamento regulará los mecanismos y formas de elección. En caso de ausencia o impedimento transitorio del: a) El Presidente será subrogado por el Vicepresidente, a falta de éste, por el Secretario Regional, a falta de ambos, por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe, b) El Vicepresidente será subrogado por el Secretario Regional, a falta de éste, por el Tesorero, a falta de ambos, por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe, c) El Secretario Regional será subrogado por el Tesorero, a falta de éste, por el Coordinador Regional de Territorios, a falta de ambos, por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe, d) El Tesorero será subrogado por el Coordinador Regional de Territorios, a falta de éste, por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe, e) El Coordinador Regional de Territorios será subrogado por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe. En caso de renuncia, fallecimiento o imposibilidad permanente de alguno de los miembros del Órgano Ejecutivo Regional o "Directiva Regional", éstos serán reemplazados por sus subrogantes. Sin perjuicio de lo anterior, en caso que al Órgano Ejecutivo Regional o "Directiva Regional" le corresponda designar a un subrogante, cualquiera sea el cargo, deberá elegir entre los miembros del Órgano Intermedio Colegiado Regional o "Consejo Regional", de la correspondiente región, o en su defecto, de las personas incorporadas al Registro de Afiliados de la respectiva región. El cargo que se reemplaza será elegido por el Órgano Ejecutivo Regional o "Directiva Regional" y cesará en sus funciones al mismo tiempo que el Órgano Ejecutivo Regional o "Directiva Regional" en ejercicio, y será electo de entre los miembros del Órgano Intermedio Colegiado Regional o "Consejo Regional", de la correspondiente región, o en su defecto, de las personas incorporados al Registro de Afiliados de la respectiva región.
PP046;Partido Pais;2018;Ene - Mar;Consejos Regionales;El Órgano Intermedio Colegiado Regional o "Consejo Regional" estará integrado por cinco Consejeros, más uno por cada quinientos afiliados en la región respectiva. El número exacto de Consejeros a elegir será determinado por el Tribunal Supremo del Partido, el cual fijará los cargos a elegir, sobre la base de los padrones de afiliados existentes en ese momento en cada región, con a lo menos treinta días antes de cada elección. Los Consejeros Regionales serán elegidos por los afiliados del Partido de la región respectiva conforme a lo establecido en el artículo diez del presente estatuto y durarán dos años en sus cargos, resultarán elegidas las más altas mayorías individuales, conforme al número de cargos que en cada región corresponde elegir. Cada candidatura deberá ser patrocinada a lo menos por quince afiliados de la región respectiva. Cada afiliado de la región respectiva podrá emitir una preferencia, en forma personal, secreta e igualitaria. Para ser elegido Consejero Regional, se requerirá que el domicilio electoral esté ubicado dentro de la región en que se lleve a cabo la elección. El Reglamento Interno deberá determinar el reemplazo y/o subrogación de los miembros del Órgano Intermedio Colegiado Regional o "Consejo Regional" en caso de que se produzca alguno de estos reemplazos y/o subrogaciones. Los Órganos Intermedios Colegiados Regionales o "Consejos Regionales" tendrán las siguientes funciones: a) Coordinar y supervisar el funcionamiento de los organismos bajo su jurisdicción y enlazar sus labores con las de los demás organismos del Partido, b) Proponer al Órgano Intermedio Colegiado o "Consejo General" mediante acuerdos o primarias interna, conforme al artículo treinta y uno de la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos, los nombres de las o los candidatos a elección popular, y, c) En general, todas las funciones que emanen del estatuto y del reglamento interno, o les sean encomendados por los organismos superiores del Partido o la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos.
PP046;Partido Pais;2018;Ene - Mar;Directiva Comunal;El Órgano Ejecutivo Comunal o "Directiva Comunal" será elegida de manera directa mediante votación universal a nivel comunal por los afiliados, siendo el sufragio de carácter personal, igualitario, libre, secreto e informado. Los candidatos que obtuvieren las primeras cinco mayorías individuales serán elegidos como miembros del Órgano Ejecutivo Comunal o "Directiva Comunal" quienes desde su seno podrán elegir quien oficiará como Presidente, Vicepresidente, Secretario Comunal, Tesorero y Coordinador Comunal de Territorios. Si no hubiera sido posible alcanzar acuerdo entre los miembros electos del Órgano Ejecutivo Comunal o "Directiva Comunal", el Órgano Intermedio Colegiado Comunal o "Consejo Comunal" en sesión extraordinaria, especialmente convocada al efecto, elegirá de entre los cinco miembros del Órgano Ejecutivo Comunal o "Directiva Comunal" quien oficiará como Presidente, Vicepresidente, Secretario Comunal, Tesorero y Coordinador Comunal de Territorios, por medio de votación. Un reglamento regulará los mecanismos y formas de elección. En caso de ausencia o impedimento transitorio del: a) El Presidente será subrogado por el Vicepresidente, a falta de éste, por el Secretario Comunal, a falta de ambos, por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe, b) El Vicepresidente será subrogado por el Secretario Comunal, a falta de éste, por el Tesorero, a falta de ambos, por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe, c) El Secretario Comunal será subrogado por el Tesorero, a falta de éste, por el Coordinador Comunal de Territorios, a falta de ambos, por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe, d) El Tesorero será subrogado por el Coordinador Comunal de Territorios, a falta de éste, por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe, e) El Coordinador Comunal de Territorios será subrogado por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe. En caso de renuncia, fallecimiento o imposibilidad permanente de alguno de los miembros del Órgano Ejecutivo Comunal o "Directiva Comunal", éstos serán reemplazados por sus subrogantes. Sin perjuicio de lo anterior, en caso que al Órgano Ejecutivo Comunal o "Directiva Comunal" le corresponda designar a un subrogante, cualquiera sea el cargo, deberá elegir entre las personas incorporados al Registro de Afiliados de la respectiva comuna. El cargo que se reemplaza será elegido por el Órgano Ejecutivo Comunal o "Directiva Comunal" y cesará en sus funciones al mismo tiempo que el Órgano Ejecutivo Comunal o "Directiva Comunal" en ejercicio, y será electo de entre las personas incorporados al Registro de Afiliados de la respectiva comuna.- Son funciones del Órgano Ejecutivo Comunal o "Directiva Comunal": a) Desarrollar la línea y acuerdos generales del Partido, b) Ejecutar los acuerdos del Órgano Intermedio Colegiado Comunal o "Consejo Comunal" y representar al Órgano Intermedio Colegiado Comunal o "Consejo Comunal" en los organismos superiores del Partido.- El Órgano Ejecutivo Comunal o "Directiva Comunal" deberá convocar a ampliado comunal, en el que citará a los afiliados de la comuna, en el primer cuatrimestre de cada año o dentro de sesenta días de su elección, para darles a conocer su plan de trabajo y en los siguientes cuatrimestres a objeto de dar cuenta de su gestión y de coordinar la acción colectiva. Asimismo, el Órgano Ejecutivo Comunal o "Directiva Comunal" saliente dará cuenta de su gestión en una reunión que debe realizarse treinta días antes del término de su mandato.- Los cargos de órganos ejecutivos Comunales, Regionales y Nacionales, son incompatibles entre sí. El afiliado elegido para un cargo incompatible con otro, deberá elegir dentro del tercer día por cuál opta, debiendo comunicar por escrito su decisión a ambas instancias. Si no se pronuncia dentro de dicho plazo se entenderá que ha optado por el cargo del organismo de mayor jerarquía según el orden establecido en el artículo ocho
PP046;Partido Pais;2018;Ene - Mar;Consejos Comunales;Los Órganos Intermedios Colegiados Comunales o "Consejos Comunales" están constituidos por todos los Secretarios Políticos de las Comunidades Territoriales de la respectiva comuna. Existirá un Órgano Intermedio Colegiado Comunal o "Consejo Comunal" en cada comuna del país. El Reglamento Interno deberá determinar el reemplazo y/o subrogación de los miembros del Órgano Intermedio Colegiado Comunal o "Consejo Comunal" en caso de que se produzca alguno de estos reemplazos y/o subrogaciones.
PP046;Partido Pais;2018;Ene - Mar;Comunidades Territoriales;Las Comunidades Territoriales, son la reunión de un número no inferior a tres afiliados, que compartan actividades de orden laboral, cultural, social o de vecindad. Son obligaciones de las Comunidades Territoriales: a) Participar y contribuir creativamente en la gestación de las políticas del partido, b) Captar adherentes y desarrollar actividades de propaganda y reclutar simpatizantes, c) Analizar y discutir la situación política, social y cultural del país y de su medio, proponer y desarrollar acciones al respecto, d) Organizar cursos de adoctrinamiento y cultura política para sus afiliados. Cada Comunidad Territorial elegirá a un Secretario Político, y designará otros cargos que sean pertinentes para un mejor desempeño de su labor. La duración de estos cargos será de dos años, permitiendo su reelección según artículo nueve. El Reglamento Interno deberá determinar el reemplazo y/o subrogación de los Secretarios Políticos en caso de que se produzca la de alguno de ellos. Para ser elegido Secretario Político, se requerirá que el domicilio electoral esté ubicado dentro de la comuna en que se lleve a cabo la elección. Los dirigentes de las Comunidades Territoriales, deberán dar cuenta de las actividades de sus respectivas comunidades, en las sesiones ordinarias del Órgano Intermedio Colegiado Comunal o "Consejo Comunal".
PP046;Partido Pais;2018;Ene - Mar;Tribunal Supremo;El Tribunal Supremo es el órgano jurisdiccional superior del Partido y sus funciones serán: a) Interpretar los estatutos, reglamentos y demás normas internas, b) Conocer de las cuestiones de competencia que se susciten entre autoridades u organismos del Partido, c) Conocer y resolver de las reclamaciones que se entablen contra actos de autoridades u organismos del Partido que vulneren la declaración de principios o los estatutos, y adoptar las medidas necesarias para corregirlos y enmendar sus resultados, d) Conocer y resolver las denuncias que se formulen contra afiliados al Partido, sean o no autoridades de él, por actos de indisciplina o violatorios de la declaración de principios o de los estatutos, o por conductas indebidas que constituyan faltas a la ética o comprometan los intereses o el prestigio del Partido, e) Aplicar las medidas disciplinarias que el estatuto señale, contemplando las disposiciones que hagan efectivo un debido proceso, f) Controlar el correcto desarrollo de las elecciones y votaciones partidistas, y dictar las instrucciones generales o particulares que para tal efecto correspondan, g) Calificar las elecciones y votaciones internas, h) Resolver, como tribunal de segunda instancia, las apelaciones a los fallos y decisiones de los Tribunales Regionales, i) Conocer de las reclamaciones por no inclusión en el Registro de Afiliados, j) Velar y garantizar el ejercicio de los derechos de los afiliados, incluidos los señalados en el artículo dieciocho ter de la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos, y, k) Otras que el presente estatuto, los reglamentos que se dicten, y las leyes establezcan. El Tribunal Supremo estará compuesto por cinco miembros, elegidos por el Órgano Intermedio Colegiado o "Consejo General" y durarán dos años en sus funciones. Sus integrantes deberán tener una intachable conducta anterior y no haber sido sancionados disciplinariamente por el Partido. Sus miembros elegirán entre ellos un Presidente, un Vicepresidente, un Secretario, el que tendrá además carácter de ministro de fe, y dos Directores. El Tribunal Supremo podrá ser requerido por cualquier afiliado al Partido. Asimismo, podrá reunirse cuando los convoque su Presidente o la mayoría de sus miembros. Frente a cualquier requerimiento, el Secretario del Tribunal deberá convocar a sesión del Tribunal Supremo, mediante carta certificada dirigida al domicilio registrado de cada uno de sus miembros, todo ello dentro de los diez días siguientes a la presentación del requerimiento. Los cargos del Tribunal Supremo serán incompatibles con cualquier otro dentro del Partido. Para sesionar y adoptar sus decisiones el Tribunal Supremo requerirá de la mayoría de sus miembros en ejercicio. El Tribunal Supremo establecerá capítulos o Tribunales Regionales en cada región donde esté legalmente constituido el Partido. Su integración será de tres miembros, un Presidente, un Vicepresidente y un Secretario. Para su nombramiento el Órgano Intermedio Colegiado Regional o "Consejo Regional", a solicitud del Tribunal Supremo, propondrá un listado de seis candidatos de aquellos afiliados al Partido, en la región respectiva, que tengan una intachable conducta anterior y no hubieran sido sancionados disciplinariamente por el Partido. De la propuesta del Órgano Intermedio Colegiado Regional o "Consejo Regional", el Tribunal Supremo elegirá a los miembros del Tribunal Regional y sus respectivos cargos. El Tribunal Supremo conservará, siempre, la facultad de revisar las decisiones que dichos Tribunales Regionales adopten, si alguno de los afectados así se los solicite, salvo aquellos casos en que el estatuto o reglamentos señalen que ciertos casos serán conocidos en única y última instancia. El funcionamiento, recursos y demás normas de funcionamiento interno del Tribunal Supremo y de los Tribunales Regionales que se pudieren constituir, será materia de un reglamento interno.
PP046;Partido Pais;2018;Ene - Mar;Tribunales Regionales;El Tribunal Supremo establecerá capítulos o Tribunales Regionales en cada región donde esté legalmente constituido el Partido. Su integración será de tres miembros, un Presidente, un Vicepresidente y un Secretario. Para su nombramiento el Órgano Intermedio Colegiado Regional o "Consejo Regional", a solicitud del Tribunal Supremo, propondrá un listado de seis candidatos de aquellos afiliados al Partido, en la región respectiva, que tengan una intachable conducta anterior y no hubieran sido sancionados disciplinariamente por el Partido. De la propuesta del Órgano Intermedio Colegiado Regional o "Consejo Regional", el Tribunal Supremo elegirá a los miembros del Tribunal Regional y sus respectivos cargos.
PP046;Partido Pais;2018;Abr - Jun;Directiva Nacional;Son atribuciones del Órgano Ejecutivo o "Directiva Nacional", a) Dirigir el Partido conforme con su declaración de principios, programa y las definiciones políticas adoptadas por sus organismos internos, b) Administrar los bienes del Partido, rindiendo balance anual de ellos ante el Órgano Intermedio Colegiado o "Consejo General", sin perjuicio de lo establecido en los estatutos del Partido, c) Proponer al Tribunal Supremo la dictación de las instrucciones generales necesarias para la realización adecuada de los procesos electorales internos, conforme a la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos y a los estatutos, d) Proponer al Órgano Intermedio Colegiado o "Consejo General" las modificaciones a las declaraciones de principios, nombre del Partido, programas partidarios, estatutos y reglamento interno, como asimismo, las alianzas, pactos electorales, fusión con otro u otros partidos, y su disolución, e) Convocar las sesiones ordinarias y extraordinarias del Órgano Intermedio Colegiado o "Consejo General", f) Proponer al Órgano Intermedio Colegiado o "Consejo General", para análisis y propuestas, los temas de políticas públicas considerados relevantes para el Partido y el país, g) Designar al Administrador General de Fondos del Partido, cuando corresponda, h) Poner en conocimiento del Tribunal Supremo las faltas a los estatutos y a la disciplina partidaria de que tenga conocimiento, i) Todas las demás facultades que el estatuto le confiera, que no contravengan la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos, y, j) Las demás funciones que establezca la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos. Los cargos del Órgano Ejecutivo o "Directiva Nacional" son: a) Presidente, b) Vicepresidente, c) Secretario General, d) Tesorero, e) Coordinador de Contenidos, f) Coordinador de Asuntos Programáticos, g) Coordinador de Redes Ciudadanas, y, h) Coordinador de Territorios. Sin perjuicio de lo anterior, el Órgano Intermedio Colegiado o "Consejo General" podrá acordar la implementación de nuevas coordinaciones según los ejes programáticos por medio de su facultad reglamentaria. Al Presidente le corresponderá: a) Dirigir la gestión política del Partido con arreglo a los estatutos, b) Presidir las reuniones del Órgano Ejecutivo o "Directiva Nacional", c) Ser el principal vocero y representante del Partido dentro y fuera del territorio chileno, frente a otras personas u organizaciones, d) Representar al Partido judicial y extrajudicialmente, y, e) Otras que el presente Estatuto, los reglamentos que se dicten, y las leyes establezcan.- El Secretario General lo será a la vez del Partido y del Órgano Intermedio Colegiado o "Consejo General", respecto del cual no formará quorum. Sus funciones serán: a) Actuar como ministro de fe de las actuaciones y acuerdos del Órgano Intermedio Colegiado o "Consejo General" y del Órgano Ejecutivo o "Directiva Nacional", b) Custodiar los documentos del Partido y llevar al día el Registro de Afiliados, c) Llevar el Libro de Acuerdos del Órgano Intermedio Colegiado o "Consejo General" y del Órgano Ejecutivo o "Directiva Nacional" y difundir dichos acuerdos dentro del Partido y ante la opinión pública, si así procediera y se hubiere acordado, d) Colaborar con el Presidente del Partido para la buena marcha del Partido, conforme a los estatutos, y al Reglamento Interno, y, e) Otras que el presente estatuto, los reglamentos que se dicten, y las leyes establezcan. El Tesorero tendrá a su cargo los bienes del Partido, el manejo de los ingresos y egresos de este y la recaudación de las cuotas que acuerde el Órgano Intermedio Colegiado o "Consejo General". Será responsable del Libro de Ingresos y Egresos, del Libro de Inventario y del Libro de Balances y de Conservar la documentación que respalde sus anotaciones. Buscar fuentes de financiamiento para el sustento del Partido, conforme a lo permitido en la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos y otras funciones que el presente estatuto, los reglamentos que se dicten, y las leyes determinen. El Coordinador de Contenidos es responsable de organizar y dirigir a los demás coordinadores del Órgano Ejecutivo o "Directiva Nacional", así como a las comisiones de contenidos que el Órgano Intermedio Colegiado o "Consejo General" determine como necesarias para el cumplimiento programático y aquellos frentes programáticos que el Órgano Ejecutivo o "Directiva Nacional" considere relevante implementar y llevar a cabo además las funciones que le sean asignadas de manera reglamentaria. El Coordinador de Asuntos Programáticos es responsable de articular las discusiones programáticas del Partido, así como de generar el debate interno para la acción colectiva. Será responsable de la organización de los Congresos Nacionales y las demás funciones que le sean asignadas de manera reglamentarias. El Coordinador de Redes Ciudadanas es responsable de la articulación del Partido con otras organizaciones sociales, federaciones de estudiantes, instituciones de educación, fundaciones, sindicatos, gremios, etc. y el desarrollo de acciones conjuntas orientadas a potenciar los frentes de acción colectiva y las demás funciones que le sean asignadas de manera reglamentaria. El Coordinador de Territorios es responsable de la articulación interna del Partido de los diferentes organismos comunales y regionales con el objeto de facilitar su adecuado funcionamiento, y las demás funciones que le sean asignadas de manera reglamentaria.- Los miembros del Órgano Ejecutivo o "Directiva Nacional" deberán efectuar una declaración anual de intereses y patrimonio en los términos de la Ley número veinte mil ochocientos ochenta, sobre Probidad en la Función Pública y Prevención de los Conflictos de Intereses, la que deberá ser remitida al Servicio Electoral para su custodia y control.
PP046;Partido Pais;2018;Abr - Jun;Consejo General;El Órgano Intermedio Colegiado o "Consejo General" se constituirá con mayoría absoluta de sus miembros en primera citación y con los que asistan a la segunda citación, las que podrán hacerse para el mismo día, con una hora de diferencia, sus acuerdos se adoptarán con el voto favorable de la mayoría simple de los presentes. Las votaciones que se efectúen para adoptar acuerdos relativos a la elección de miembros del Tribunal Supremo, se llevarán a cabo siempre ante un funcionario del Servicio Electoral, quien actuará como ministro de fe.- Artículo Veintiocho: El Órgano Ejecutivo o "Directiva Nacional" propondrá un reglamento interno que complemente el presente estatuto, que deberá ser aprobado por el Órgano Intermedio Colegiado o "Consejo General", siempre que no exceda lo regulado por la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos y sus modificaciones posteriores
PP046;Partido Pais;2018;Abr - Jun;Directiva Regional;El Órgano Ejecutivo Regional o "Directiva Regional" será elegida de manera directa mediante votación universal a nivel regional por los afiliados, siendo el sufragio de carácter personal, igualitario, libre, secreto e informado. Los candidatos que obtuvieren las primeras cinco mayorías individuales serán elegidos como miembros del Órgano Ejecutivo Regional o "Directiva Regional" quienes desde su seno podrán elegir quien oficiará como Presidente, Vicepresidente, Secretario Regional, Tesorero y Coordinador Regional de Territorios. Si no hubiera sido posible alcanzar acuerdo entre los miembros electos del Órgano Ejecutivo Regional o "Directiva Regional", el Órgano Intermedio Colegiado Regional o "Consejo Regional" en sesión extraordinaria, especialmente convocada al efecto, elegirá de entre los cinco miembros del Órgano Ejecutivo Regional o "Directiva Regional" quien oficiará como Presidente, Vicepresidente, Secretario Regional, Tesorero y Coordinador Regional de Territorios, por medio de votación. Un reglamento regulará los mecanismos y formas de elección. En caso de ausencia o impedimento transitorio del: a) El Presidente será subrogado por el Vicepresidente, a falta de éste, por el Secretario Regional, a falta de ambos, por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe, b) El Vicepresidente será subrogado por el Secretario Regional, a falta de éste, por el Tesorero, a falta de ambos, por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe, c) El Secretario Regional será subrogado por el Tesorero, a falta de éste, por el Coordinador Regional de Territorios, a falta de ambos, por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe, d) El Tesorero será subrogado por el Coordinador Regional de Territorios, a falta de éste, por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe, e) El Coordinador Regional de Territorios será subrogado por el miembro del Órgano Ejecutivo Regional o "Directiva Regional" que esta designe. En caso de renuncia, fallecimiento o imposibilidad permanente de alguno de los miembros del Órgano Ejecutivo Regional o "Directiva Regional", éstos serán reemplazados por sus subrogantes. Sin perjuicio de lo anterior, en caso que al Órgano Ejecutivo Regional o "Directiva Regional" le corresponda designar a un subrogante, cualquiera sea el cargo, deberá elegir entre los miembros del Órgano Intermedio Colegiado Regional o "Consejo Regional", de la correspondiente región, o en su defecto, de las personas incorporadas al Registro de Afiliados de la respectiva región. El cargo que se reemplaza será elegido por el Órgano Ejecutivo Regional o "Directiva Regional" y cesará en sus funciones al mismo tiempo que el Órgano Ejecutivo Regional o "Directiva Regional" en ejercicio, y será electo de entre los miembros del Órgano Intermedio Colegiado Regional o "Consejo Regional", de la correspondiente región, o en su defecto, de las personas incorporados al Registro de Afiliados de la respectiva región.
PP046;Partido Pais;2018;Abr - Jun;Consejos Regionales;El Órgano Intermedio Colegiado Regional o "Consejo Regional" estará integrado por cinco Consejeros, más uno por cada quinientos afiliados en la región respectiva. El número exacto de Consejeros a elegir será determinado por el Tribunal Supremo del Partido, el cual fijará los cargos a elegir, sobre la base de los padrones de afiliados existentes en ese momento en cada región, con a lo menos treinta días antes de cada elección. Los Consejeros Regionales serán elegidos por los afiliados del Partido de la región respectiva conforme a lo establecido en el artículo diez del presente estatuto y durarán dos años en sus cargos, resultarán elegidas las más altas mayorías individuales, conforme al número de cargos que en cada región corresponde elegir. Cada candidatura deberá ser patrocinada a lo menos por quince afiliados de la región respectiva. Cada afiliado de la región respectiva podrá emitir una preferencia, en forma personal, secreta e igualitaria. Para ser elegido Consejero Regional, se requerirá que el domicilio electoral esté ubicado dentro de la región en que se lleve a cabo la elección. El Reglamento Interno deberá determinar el reemplazo y/o subrogación de los miembros del Órgano Intermedio Colegiado Regional o "Consejo Regional" en caso de que se produzca alguno de estos reemplazos y/o subrogaciones. Los Órganos Intermedios Colegiados Regionales o "Consejos Regionales" tendrán las siguientes funciones: a) Coordinar y supervisar el funcionamiento de los organismos bajo su jurisdicción y enlazar sus labores con las de los demás organismos del Partido, b) Proponer al Órgano Intermedio Colegiado o "Consejo General" mediante acuerdos o primarias interna, conforme al artículo treinta y uno de la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos, los nombres de las o los candidatos a elección popular, y, c) En general, todas las funciones que emanen del estatuto y del reglamento interno, o les sean encomendados por los organismos superiores del Partido o la Ley número dieciocho mil seiscientos tres, Orgánica Constitucional de los Partidos Políticos.
PP046;Partido Pais;2018;Abr - Jun;Directiva Comunal;El Órgano Ejecutivo Comunal o "Directiva Comunal" será elegida de manera directa mediante votación universal a nivel comunal por los afiliados, siendo el sufragio de carácter personal, igualitario, libre, secreto e informado. Los candidatos que obtuvieren las primeras cinco mayorías individuales serán elegidos como miembros del Órgano Ejecutivo Comunal o "Directiva Comunal" quienes desde su seno podrán elegir quien oficiará como Presidente, Vicepresidente, Secretario Comunal, Tesorero y Coordinador Comunal de Territorios. Si no hubiera sido posible alcanzar acuerdo entre los miembros electos del Órgano Ejecutivo Comunal o "Directiva Comunal", el Órgano Intermedio Colegiado Comunal o "Consejo Comunal" en sesión extraordinaria, especialmente convocada al efecto, elegirá de entre los cinco miembros del Órgano Ejecutivo Comunal o "Directiva Comunal" quien oficiará como Presidente, Vicepresidente, Secretario Comunal, Tesorero y Coordinador Comunal de Territorios, por medio de votación. Un reglamento regulará los mecanismos y formas de elección. En caso de ausencia o impedimento transitorio del: a) El Presidente será subrogado por el Vicepresidente, a falta de éste, por el Secretario Comunal, a falta de ambos, por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe, b) El Vicepresidente será subrogado por el Secretario Comunal, a falta de éste, por el Tesorero, a falta de ambos, por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe, c) El Secretario Comunal será subrogado por el Tesorero, a falta de éste, por el Coordinador Comunal de Territorios, a falta de ambos, por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe, d) El Tesorero será subrogado por el Coordinador Comunal de Territorios, a falta de éste, por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe, e) El Coordinador Comunal de Territorios será subrogado por el miembro del Órgano Ejecutivo Comunal o "Directiva Comunal" que esta designe. En caso de renuncia, fallecimiento o imposibilidad permanente de alguno de los miembros del Órgano Ejecutivo Comunal o "Directiva Comunal", éstos serán reemplazados por sus subrogantes. Sin perjuicio de lo anterior, en caso que al Órgano Ejecutivo Comunal o "Directiva Comunal" le corresponda designar a un subrogante, cualquiera sea el cargo, deberá elegir entre las personas incorporados al Registro de Afiliados de la respectiva comuna. El cargo que se reemplaza será elegido por el Órgano Ejecutivo Comunal o "Directiva Comunal" y cesará en sus funciones al mismo tiempo que el Órgano Ejecutivo Comunal o "Directiva Comunal" en ejercicio, y será electo de entre las personas incorporados al Registro de Afiliados de la respectiva comuna.- Son funciones del Órgano Ejecutivo Comunal o "Directiva Comunal": a) Desarrollar la línea y acuerdos generales del Partido, b) Ejecutar los acuerdos del Órgano Intermedio Colegiado Comunal o "Consejo Comunal" y representar al Órgano Intermedio Colegiado Comunal o "Consejo Comunal" en los organismos superiores del Partido.- El Órgano Ejecutivo Comunal o "Directiva Comunal" deberá convocar a ampliado comunal, en el que citará a los afiliados de la comuna, en el primer cuatrimestre de cada año o dentro de sesenta días de su elección, para darles a conocer su plan de trabajo y en los siguientes cuatrimestres a objeto de dar cuenta de su gestión y de coordinar la acción colectiva. Asimismo, el Órgano Ejecutivo Comunal o "Directiva Comunal" saliente dará cuenta de su gestión en una reunión que debe realizarse treinta días antes del término de su mandato.- Los cargos de órganos ejecutivos Comunales, Regionales y Nacionales, son incompatibles entre sí. El afiliado elegido para un cargo incompatible con otro, deberá elegir dentro del tercer día por cuál opta, debiendo comunicar por escrito su decisión a ambas instancias. Si no se pronuncia dentro de dicho plazo se entenderá que ha optado por el cargo del organismo de mayor jerarquía según el orden establecido en el artículo ocho
PP046;Partido Pais;2018;Abr - Jun;Consejos Comunales;Los Órganos Intermedios Colegiados Comunales o "Consejos Comunales" están constituidos por todos los Secretarios Políticos de las Comunidades Territoriales de la respectiva comuna. Existirá un Órgano Intermedio Colegiado Comunal o "Consejo Comunal" en cada comuna del país. El Reglamento Interno deberá determinar el reemplazo y/o subrogación de los miembros del Órgano Intermedio Colegiado Comunal o "Consejo Comunal" en caso de que se produzca alguno de estos reemplazos y/o subrogaciones.
