Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Materia;Nombre del Órgano;Tipo de Acto;Denominación del Acto;Número del Acto;Fecha del Acto;Breve descripción del objeto del Acto;Vínculo al texto íntegro
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Tarapacá;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Antofagasta;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Antofagasta;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Antofagasta;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Atacama;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Atacama;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Atacama;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Coquimbo;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Coquimbo;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Coquimbo;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Valparaíso;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Valparaíso;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Valparaíso;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Metropolitana Stgo.;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Metropolitana Stgo.;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Metropolitana Stgo.;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional O'Higgins;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional O'Higgins;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional O'Higgins;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Maule;Acuerdo;Acuerdo;1;27-10-2018;Acuerdo en varias materias administrativas;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Maule;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Maule;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Ñuble;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Ñuble;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Ñuble;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional BioBío;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional BioBío;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional BioBío;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Araucanía;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Araucanía;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Araucanía;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Los Ríos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Los Ríos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Los Ríos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Los Lagos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Los Lagos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Los Lagos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Aysén;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Aysén;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Aysén;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Magallanes;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Magallanes;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Magallanes;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo General;No Aplica;No Aplica;No Aplica;No Aplica;Consejo General inactivo en este periodo;https://www.partidoradical.cl/consejo-general/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Arica y Parinacota;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Arica y Parinacota;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Arica y Parinacota;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Tarapacá;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Tarapacá;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Tarapacá;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Antofagasta;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Antofagasta;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Antofagasta;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Atacama;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Atacama;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Atacama;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Coquimbo;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Coquimbo;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Coquimbo;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Valparaíso;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Valparaíso;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Valparaíso;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Metropolitana Stgo.;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Metropolitana Stgo.;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Metropolitana Stgo.;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional O'Higgins;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional O'Higgins;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional O'Higgins;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Maule;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Maule;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Maule;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Ñuble;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Ñuble;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Ñuble;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional BioBío;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional BioBío;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional BioBío;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Araucanía;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Araucanía;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Araucanía;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Los Ríos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Los Ríos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Los Ríos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Los Lagos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Los Lagos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Los Lagos;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Aysén;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Aysén;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;III;Consejo Regional Aysén;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;I;Consejo Regional Magallanes;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2019;Abr-Jun;II;Consejo Regional Magallanes;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Ene-Mar;III;Consejo Regional Magallanes;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP025;Partido Socialista de Chile PS;2018;oct - dic;I;Comite Central;Acta;Resoluciones Comite Central;1;06-01-2018;Acuerdos adoptados por el pleno del Comité Central;https://portal.pschile.cl/wp-content/uploads/2019/03/resolucion-politica-pleno-06-01-2018-1.pdf
PP025;Partido Socialista de Chile PS;2018;oct - dic;II;Comite Central;Acta;Resoluciones Comite Central;2;07-04-2018;Acuerdos adoptados por el pleno del Comité Central;https://portal.pschile.cl/wp-content/uploads/2019/03/Resolucion-Pleno-07042018.pdf
PP025;Partido Socialista de Chile PS;2018;oct - dic;III;Comite Central;Acta;Resoluciones Comite Central;3;07-04-2018;Acuerdos adoptados por el pleno del Comité Central;https://portal.pschile.cl/wp-content/uploads/2019/03/Resoluciones-Organicas-07042018-2.pdf
PP025;Partido Socialista de Chile PS;2018;oct - dic;IV;Comite Central;Acta;Resoluciones Comite Central;4;04-08-2018;Acuerdos adoptados por el pleno del Comité Central;https://portal.pschile.cl/wp-content/uploads/2019/03/Resolucio%CC%81n-Pleno-04082018.pdf
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;I;Consejo General;Acta;Resolución Consejo General;1;27-04-2017;Acuerdo adoptado por Consejo General;https://portal.pschile.cl/wp-content/uploads/2019/03/Acuerdos-pacto-presidencial-y-parlamentario-27042017.pdf
PP025;Partido Socialista de Chile PS;2017;Oct - Dic;II;Consejo General;Acta;Resolución Consejo General;2;22-07-2017;Acuerdo adoptado por Consejo General;https://portal.pschile.cl/wp-content/uploads/2019/03/Acuerdos-pacto-presidencial-y-parlamentario-27042017.pdf
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;I;Comite Central;Acta;Resoluciones Comite Central;1;17-05-2015;Acuerdos adoptados por el pleno del Comité Central;https://portal.pschile.cl/wp-content/uploads/2019/03/Resoluciones-1er.-Pleno-CC-17-mayo-2015-1.pdf
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;II;Comite Central;Acta;Resoluciones Comite Central;2;20-06-2015;Acuerdos adoptados por el pleno del Comité Central;https://portal.pschile.cl/wp-content/uploads/2019/03/Resoluciones-2do.-Pleno-CC-20-junio-2015-2.pdf
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;III;Comite Central;Acta;Resoluciones Comite Central;3;29-08-2015;Acuerdos adoptados por el pleno del Comité Central;https://portal.pschile.cl/wp-content/uploads/2019/03/Resoluciones-3er-Pleno-29-agosto-2015-3.pdf
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;IV;Comite Central;Acta;Resoluciones Comite Central;4;09-01-2016;Acuerdos adoptados por el pleno del Comité Central;https://portal.pschile.cl/wp-content/uploads/2019/03/resoluciones-Pleno-CC-9-enero-2016.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;I;Organo Intermedio colegiado;Concejo General;Acuerdo Organo;N/A;12-08-2017;Consejo General aprobación lista parlamentaria, modificación del logo;http://www.udi.cl/wp-content/uploads/2017/12/Consejo-General-aprobación-lista-parlamentaria-modificación-del-logo.jpg
PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;I;Organo Intermedio colegiado;Concejo General;Acuerdo Organo;N/A;21-08-2017;Aprobación de candidatos;http://www.udi.cl/wp-content/uploads/2017/12/Aprobacion-de-candidatos.jpg
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Tribunal Supremo;Consejo General;N/A;I;19-01-2019;Proclamacion nueva directiva nacional;https://www.udi.cl/wp-content/uploads/2019/06/Nueva-composicion-de-la-Directiva-central-del-partido-Union-Democrata-Independiente.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;14-01-2019;Eleccion consejero nacional, tribuales regionales - Tarapaca;https://www.udi.cl/wp-content/uploads/2019/07/Tarapaca-Eleccion-consejero-nacional-tribuales-regionales.pdf.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;12-01-2019;Eleccion consejero nacional, tribuales regionales - Antofagasta;https://www.udi.cl/wp-content/uploads/2019/07/Antofagasta-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;14-01-2019;Eleccion consejero nacional, tribuales regionales - Atacama;https://www.udi.cl/wp-content/uploads/2019/07/Atacama-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;12-01-2019;Eleccion consejero nacional, tribuales regionales - Coquimbo;https://www.udi.cl/wp-content/uploads/2019/07/Coquimbo-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;17-01-2019;Eleccion consejero nacional, tribuales regionales - Valparaiso;https://www.udi.cl/wp-content/uploads/2019/07/Valparaiso-Eleccion-consejero-nacional-tribuales-regionales.pdf.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;14-01-2019;Eleccion consejero nacional, tribuales regionales - O'Higgins;https://www.udi.cl/wp-content/uploads/2019/07/Ohiggins-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;17-01-2019;Eleccion consejero nacional, tribuales regionales - Maule;https://www.udi.cl/wp-content/uploads/2019/07/Maule-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;12-01-2019;Eleccion consejero nacional, tribuales regionales - Bio Bio;https://www.udi.cl/wp-content/uploads/2019/07/Bio-Bio-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;12-01-2019;Eleccion consejero nacional, tribuales regionales - Araucania;https://www.udi.cl/wp-content/uploads/2019/07/Araucania-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;12-01-2019;Eleccion consejero nacional, tribuales regionales - Los lagos;https://www.udi.cl/wp-content/uploads/2019/07/Los-Lagos-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;15-01-2019;Eleccion consejero nacional, tribuales regionales - Aysen;https://www.udi.cl/wp-content/uploads/2019/07/Aysen-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;14-01-2019;Eleccion consejero nacional, tribuales regionales - Magallanes;https://www.udi.cl/wp-content/uploads/2019/07/Magallanes-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;16-01-2019;Eleccion consejero nacional, tribuales regionales - Metropolitana;https://www.udi.cl/wp-content/uploads/2019/07/Metropolitana-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;17-01-2019;Eleccion consejero nacional, tribuales regionales - Los Rios;https://www.udi.cl/wp-content/uploads/2019/07/Los-Rios-Eleccion-consejero-nacional-tribuales-regionales.pdf
